"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",7.685944,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",7.352962,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",6.226328,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",6.111712,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",7.095811,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",7.101327,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.078685,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",6.823639,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",7.289252,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",7.349432,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",7.348597,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",7.254426,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",8.043802,
"ARG","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",8.208918,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",6.004963,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",4.586241,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",8.098029,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",9.187279,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",8.782816,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",6.406685,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",6.64322,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",5.888538,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.426098,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",6.97318,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",9.222714,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",8.210604,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",7.00101,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",6.756291,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",6.774087,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",9.050492,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",10.94215,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",10.37618,
"ARM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",9.763218,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",1.336638,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",1.100725,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",1.608857,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",1.940789,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",1.947138,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",2.114826,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",1.820929,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",2.401981,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",2.078643,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",2.278248,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",3.331032,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",2.602674,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",1.862129,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",1.836779,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",1.633508,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",1.810711,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",1.694558,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",1.569366,
"AZE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",1.655307,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",0,
"BHR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",0,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",41.49476,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",38.65438,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",38.30186,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",37.56427,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",37.35098,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",36.10655,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",34.29508,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",33.19019,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",32.40565,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",30.93301,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",29.52549,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",28.81649,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",27.82646,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",27.17106,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",26.38053,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",24.63213,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",23.85888,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",23.70538,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",23.26197,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",3.742666,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",4.152235,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",4.274146,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",4.108905,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",4.089744,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",4.642087,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",4.852844,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",4.983779,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.006053,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",5.393208,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",5.493787,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",5.329229,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",5.192207,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",5.607064,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",5.194758,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",5.434309,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",5.539149,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",5.987625,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",5.83392,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",72.86939,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",70.6496,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",68.3466,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",66.05197,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",65.1947,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",66.88,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",61.95321,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",58.77768,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",59.18243,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",58.04013,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",55.13468,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",56.79394,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",57.80556,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",59.61294,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",59.39274,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",57.48086,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",53.37513,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",52.73973,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",51.60244,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",24.69425,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",25.11246,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",24.3896,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",20.71658,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",20.90725,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",18.39701,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",18.06606,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",17.01972,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",15.69038,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",14.98574,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",13.93685,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",12.78886,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",12.15172,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",11.70061,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",10.21323,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",10.10651,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",9.030812,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",8.890817,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",9.410636,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",14.21997,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",14.92857,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",14.43486,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",12.95749,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",14.47286,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",13.82936,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",12.92453,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",9.89819,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",10.04696,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",11.53104,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",13.42385,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.79457,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",8.108917,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",12.41091,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",15.95532,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",16.83938,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",15.58845,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",11.74726,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",23.48688,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",30.2507,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",29.90088,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",28.83469,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",28.33061,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",25.2073,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",24.4373,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",24.09326,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",23.78568,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",22.94229,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",25.10142,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",23.31943,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",24.64959,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",22.07515,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",21.1484,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",19.55638,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",19.91118,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",21.06072,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",20.14414,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",20.09148,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",38.80884,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",37.29345,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",39.28714,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",41.88422,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",42.1927,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",42.82716,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",43.22056,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",44.30276,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",44.35365,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",45.70932,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",43.83601,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",42.6693,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",40.90707,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",39.56591,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",38.81648,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",40.60452,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",42.71689,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",42.49829,
"BRA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",44.89628,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",0,
"BRN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",0,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",4.155467,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",3.534936,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",4.346905,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",4.850958,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",5.193288,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",5.504172,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",5.563976,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",4.763325,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.322312,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",6.34948,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",8.164186,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.079646,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",8.806927,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",10.72738,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",10.08654,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",10.82455,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",10.76181,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",10.01826,
"BGR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",13.12716,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",79.66599,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",78.34451,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",81.37672,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",80.43742,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",75.51623,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",72.70609,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",70.4028,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",66.70507,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",66.15385,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",70.86119,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",67.92948,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",68.46473,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",67.91573,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",68.19398,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",66.918,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",62.39875,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",60.24509,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",58.11596,
"KHM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",61.04339,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",83.69514,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",84.47925,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",84.6234,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",83.81239,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",83.77442,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",85.12101,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",82.95657,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",71.10866,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",72.37336,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",69.11063,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",68.84328,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",69.71243,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",70.46886,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",75.43374,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",69.47355,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",72.2009,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",73.34637,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",74.41935,
"CMR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",74.07063,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",25.08145,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",26.40891,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",26.19085,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",24.78712,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",24.2204,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",25.10311,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",25.32683,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",23.52,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",24.49228,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",26.13967,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",22.13471,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",23.14374,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",29.94732,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",31.43273,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",27.5023,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",27.25609,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",27.10807,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",27.84183,
"CHL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",28.76635,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",19.46608,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",18.58084,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",17.33509,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",14.76834,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",12.90125,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",11.66564,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",10.79035,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",9.743706,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",9.485476,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",8.913704,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",8.145244,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.457843,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",7.688382,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",7.759642,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",8.19484,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",8.499814,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",8.959049,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",9.113179,
"CHN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2018",9.242439,
"COL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",24.0686,
